cover_img,authors,publication_year,title,rating
book_covers/1749.png,J.R.R. Tolkien,1954, The Fellowship of the Ring,4.34
book_covers/1750.png,J.R.R. Tolkien,1954,The Two Towers,4.42
book_covers/1751.png,J.R.R. Tolkien,1955,The Return of the King,4.51
book_covers/1752.png,J.R.R. Tolkien,1955,The Lord of the Rings,4.47
book_covers/1753.png,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",1989,The Hobbit,4.48
book_covers/1754.png,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",1977,The Silmarillion,3.87
book_covers/1755.png,J.R.R. Tolkien,1973,The Hobbit and The Lord of the Rings,4.59
book_covers/1756.png,Veronica Roth,2011,Divergent,4.24
book_covers/1757.png,Veronica Roth,2012,Insurgent,4.07
book_covers/1758.png,Veronica Roth,2013,Allegiant,3.63
book_covers/1759.png,Veronica Roth,2014,Four: A Divergent Collection,4.1
book_covers/1760.png,Veronica Roth,2012,Free Four: Tobias Tells the Divergent Story,4.18
book_covers/1761.png,Veronica Roth,2013,Four: The Transfer,4.19
book_covers/1762.png,Veronica Roth,2014,Four: The Son,4.11
book_covers/1763.png,"Gabriel García Márquez, Gregory Rabassa",1967,Cien años de soledad,4.04
book_covers/1764.png,"Gabriel García Márquez, Edith Grossman",1985,El amor en los tiempos del cólera,3.89
book_covers/1765.png,"Gabriel García Márquez, Gregory Rabassa",1981,Crónica de una muerte anunciada,3.95
book_covers/1766.png,"Gabriel García Márquez, Edith Grossman",2004,Memoria de mis putas tristes,3.59
book_covers/1767.png,Gabriel García Márquez,1994,Del amor y otros demonios,3.98
book_covers/1768.png,"Gabriel García Márquez, Gregory Rabassa",1975,El otoño del patriarca,3.84
book_covers/1769.png,"Gabriel García Márquez, Edith Grossman",1989,El general en su laberinto,3.66
book_covers/1770.png,Gabriel García Márquez,1992,Doce cuentos peregrinos,4.02
book_covers/1771.png,"Gabriel García Márquez, Randolph Hogan",1970,Relato de un náufrago,3.73
book_covers/1772.png,"Gabriel García Márquez, J.S. Bernstein",1961,El coronel no tiene quién le escriba,3.86
book_covers/1773.png,"Gabriel García Márquez, Gregory Rabassa",1972,La increíble y triste historia de la cándida Eréndira y de su abuela desalmada,3.89
book_covers/1774.png,L.M. Montgomery,1908,The Complete Anne of Green Gables Boxed Set,4.42
book_covers/1775.png,L.M. Montgomery,1909,Anne of Avonlea,4.21
book_covers/1776.png,L.M. Montgomery,1939,Anne of Ingleside,4.05
book_covers/1777.png,L.M. Montgomery,1923,Emily of New Moon,4.09
book_covers/1778.png,L.M. Montgomery,1921,Rilla of Ingleside,4.16
book_covers/1779.png,L.M. Montgomery,1919,Rainbow Valley,4.0
book_covers/1780.png,L.M. Montgomery,1925,Emily Climbs,4.14
book_covers/1781.png,Ian McEwan,2001,Atonement,3.88
book_covers/1782.png,Ian McEwan,2014,The Children Act,3.68
book_covers/1783.png,Ian McEwan,2012,Sweet Tooth,3.4
book_covers/1784.png,Ian McEwan,1998,Amsterdam,3.41
book_covers/1785.png,Ian McEwan,1997,Enduring Love,3.62
book_covers/1786.png,Ian McEwan,2010,Solar,3.23
book_covers/1787.png,Ian McEwan,2016,Nutshell,3.71
book_covers/1788.png,Eoin Colfer,2001,Artemis Fowl,3.82
book_covers/1789.png,Eoin Colfer,2003,The Eternity Code,4.04
book_covers/1790.png,Eoin Colfer,2006,The Lost Colony,4.01
book_covers/1791.png,Eoin Colfer,2008,The Time Paradox,4.07
book_covers/1792.png,Eoin Colfer,2010,The Atlantis Complex,3.97
book_covers/1793.png,Eoin Colfer,2012,The Last Guardian,4.15
book_covers/1794.png,Eoin Colfer,2009,"And Another Thing... (Hitchhiker's Guide to the Galaxy, #6)",3.53
book_covers/1795.png,Eoin Colfer,2004,The Supernaturalist,3.85
book_covers/1796.png,Eoin Colfer,2007,Airman,4.14
book_covers/1797.png,Eoin Colfer,2003,"Artemis Fowl Boxed Set (Artemis Fowl, #1-5)",4.29
book_covers/1798.png,John Irving,1989,A Prayer for Owen Meany,4.22
book_covers/1799.png,John Irving,1978,The World According to Garp,4.07
book_covers/1800.png,John Irving,1985,The Cider House Rules,4.1
book_covers/1801.png,John Irving,1998,A Widow for One Year,3.74
book_covers/1802.png,John Irving,1981,The Hotel New Hampshire,3.89
book_covers/1803.png,John Irving,2001,The Fourth Hand,3.3
book_covers/1804.png,John Irving,2012,In One Person,3.65
book_covers/1805.png,John Irving,2009,Last Night in Twisted River,3.74
book_covers/1806.png,Sarah Dessen,2006,Just Listen,4.06
book_covers/1807.png,Sarah Dessen,2004,The Truth About Forever,4.13
book_covers/1808.png,Sarah Dessen,2002,This Lullaby,4.03
book_covers/1809.png,Sarah Dessen,2009,Along for the Ride,4.08
book_covers/1810.png,Sarah Dessen,2008,Lock and Key,4.01
book_covers/1811.png,Sarah Dessen,1998,Someone Like You,3.94
book_covers/1812.png,Sarah Dessen,2011,What Happened to Goodbye,3.97
book_covers/1813.png,Sarah Dessen,2000,Dreamland ,3.91
book_covers/1814.png,Sarah Dessen,1999,Keeping the Moon,3.86
book_covers/1815.png,Sarah Dessen,1996,That Summer,3.49
book_covers/1816.png,Sarah Dessen,2015,Saint Anything,4.05
book_covers/1817.png,Sarah Dessen,2013,The Moon and More,3.63
book_covers/1818.png,Alexander McCall Smith,1998,The No. 1 Ladies' Detective Agency ,3.75
book_covers/1819.png,Alexander McCall Smith,2001,Morality for Beautiful Girls,3.97
book_covers/1820.png,Alexander McCall Smith,2002,The Kalahari Typing School for Men,3.99
book_covers/1821.png,Alexander McCall Smith,2004,In the Company of Cheerful Ladies,4.07
book_covers/1822.png,Alexander McCall Smith,2005,44 Scotland Street,3.61
book_covers/1823.png,"H.G. Wells, Arthur C. Clarke",1897,The War of the Worlds,3.8
book_covers/1824.png,Arthur C. Clarke,1973,Rendezvous with Rama,4.06
book_covers/1825.png,Arthur C. Clarke,1953,Childhood's End,4.09
book_covers/1826.png,Arthur C. Clarke,1979,The Fountains of Paradise,3.96
book_covers/1827.png,Arthur C. Clarke,1956,The City and the Stars,4.08
book_covers/1828.png,"Arthur C. Clarke, Gentry Lee",1991,"The Garden of Rama (Rama, #3)",3.76
book_covers/1829.png,"Arthur C. Clarke, Gentry Lee",1989,Rama II,3.66
book_covers/1830.png,"Arthur C. Clarke, Gentry Lee",1993,Rama Revealed: The Ultimate Encounter,3.72
book_covers/1831.png,Beverly Cleary,1955,Beezus and Ramona,3.97
book_covers/1832.png,Beverly Cleary,1981,"Ramona Quimby, Age 8",4.08
book_covers/1833.png,"Beverly Cleary, Louis Darling, Tracy Dockray",1965,The Mouse and the Motorcycle,3.9
book_covers/1834.png,Beverly Cleary,1968,Ramona the Pest,4.04
book_covers/1835.png,"Beverly Cleary, Alan Tiegreen",1975,Ramona the Brave ,4.09
book_covers/1836.png,"Beverly Cleary, Alan Tiegreen",1984,Ramona and Her Father,4.02
book_covers/1837.png,Beverly Cleary,1980,Ramona and Her Mother,4.08
book_covers/1838.png,Beverly Cleary,1970,Runaway Ralph,3.95
book_covers/1839.png,Jeaniene Frost,2007,Halfway to the Grave,4.18
book_covers/1840.png,Jeaniene Frost,2008,One Foot in the Grave,4.31
book_covers/1841.png,Jeaniene Frost,2009,Destined for an Early Grave,4.34
book_covers/1842.png,Jeaniene Frost,2008,At Grave's End,4.31
book_covers/1843.png,Jeaniene Frost,2011,"This Side of the Grave (Night Huntress, #5)",4.28
book_covers/1844.png,Jeaniene Frost,2010,First Drop of Crimson,4.15
book_covers/1845.png,Jeaniene Frost,2012,"Once Burned (Night Prince, #1)",4.24
book_covers/1846.png,Jeaniene Frost,2011,"One Grave at a Time (Night Huntress, #6)",4.25
book_covers/1847.png,Jeaniene Frost,2013,Twice Tempted ,4.3
book_covers/1848.png,Jeaniene Frost,2014,Up From the Grave ,4.28
book_covers/1849.png,"Lynsay Sands, Jeaniene Frost",2011,The Bite Before Christmas,4.16
book_covers/1850.png,Anita Shreve,1998,The Pilot's Wife,3.5
book_covers/1851.png,Anita Shreve,1999,Fortune's Rocks,3.86
book_covers/1852.png,Anita Shreve,2008,Testimony,3.54
book_covers/1853.png,Anita Shreve,1997,The Weight of Water,3.62
book_covers/1854.png,Anita Shreve,2002,Sea Glass,3.65
book_covers/1855.png,Anita Shreve,2003,All He Ever Wanted,3.18
book_covers/1856.png,Anita Shreve,2010,Rescue,3.3
book_covers/1857.png,Marian Keyes,2000,Sushi for Beginners,3.69
book_covers/1858.png,Marian Keyes,1995,Watermelon,3.79
book_covers/1859.png,Marian Keyes,1997,Rachel's Holiday,3.93
book_covers/1860.png,Marian Keyes,2006,Anybody Out There?,3.91
book_covers/1861.png,Marian Keyes,1996,Lucy Sullivan is Getting Married,3.74
book_covers/1862.png,Marian Keyes,2004,The Other Side of the Story,3.77
book_covers/1863.png,Marian Keyes,1999,Last Chance Saloon,3.78
book_covers/1864.png,Marian Keyes,2008,This Charming Man,3.75
book_covers/1865.png,Marian Keyes,2002,Angels,3.73
book_covers/1866.png,Marian Keyes,2009,The Brightest Star in the Sky,3.65
book_covers/1867.png,Marian Keyes,2014,The Woman who Stole my Life,3.52
book_covers/1868.png,Louise Penny,2005,Still Life,3.91
book_covers/1869.png,Louise Penny,2007,A Fatal Grace,4.11
book_covers/1870.png,Louise Penny,2013,How the Light Gets In,4.41
book_covers/1871.png,Louise Penny,2007,The Cruelest Month,4.15
book_covers/1872.png,Louise Penny,2009,The Brutal Telling,4.23
book_covers/1873.png,Louise Penny,2011,A Trick of the Light,4.29
book_covers/1874.png,Louise Penny,2014,The Long Way Home,4.06
book_covers/1875.png,Louise Penny,2016,A Great Reckoning,4.46
book_covers/1876.png,Louise Penny,2015,The Nature of the Beast,4.21
book_covers/1877.png,Nelson DeMille,1992,The General's Daughter,4.07
book_covers/1878.png,Nelson DeMille,1988,The Charm School,4.26
book_covers/1879.png,Nelson DeMille,2010,The Lion,4.22
book_covers/1880.png,Nelson DeMille,2012,The Panther,3.93
book_covers/1881.png,Nelson DeMille,2008,The Gate House,3.71
book_covers/1882.png,Nelson DeMille,2015,Radiant Angel,3.84
book_covers/1883.png,Nalini Singh,2006,Slave to Sensation,4.12
book_covers/1884.png,Nalini Singh,2011,Archangel's Blade,4.26
book_covers/1885.png,"James Patterson, Michael Ledwidge",2012,Zoo,3.43
book_covers/1886.png,"James Patterson, Michael Ledwidge",2011,Now You See Her,3.98
book_covers/1887.png,"James Patterson, Michael Ledwidge",2010,Tick Tock,4.03
book_covers/1888.png,"James Patterson, Michael Ledwidge",2013,Gone,4.01
book_covers/1889.png,"James Patterson, Michael Ledwidge",2007,The Dangerous Days of Daniel X,3.57
book_covers/1890.png,"James Patterson, Michael Ledwidge",2015,Alert,3.93
book_covers/1891.png,"James Patterson, Michael Ledwidge",2014,Burn,3.88
book_covers/1892.png,Brad Thor,2011,Full Black,4.26
book_covers/1893.png,Brad Thor,2012,Black List,4.2
book_covers/1894.png,Brad Thor,2013,Hidden Order,4.1
book_covers/1895.png,Douglas Adams,1979,The Hitchhiker's Guide to the Galaxy,4.2
book_covers/1896.png,Douglas Adams,1996,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story,4.37
book_covers/1897.png,Douglas Adams,1982,"Life, the Universe and Everything",4.19
book_covers/1898.png,Douglas Adams,1984,"So Long, and Thanks for All the Fish",4.08
book_covers/1899.png,Douglas Adams,1987,Dirk Gently's Holistic Detective Agency,3.97
book_covers/1900.png,Douglas Adams,1992,Mostly Harmless,3.96
book_covers/1901.png,Douglas Adams,1988,The Long Dark Tea-Time of the Soul,4.05
book_covers/1902.png,"Douglas Adams, Mark Carwardine",1990,Last Chance to See,4.33
book_covers/1903.png,Ernest Hemingway,1952,The Old Man and the Sea,3.73
book_covers/1904.png,Ernest Hemingway,1926,The Sun Also Rises,3.83
book_covers/1905.png,Ernest Hemingway,1940,For Whom the Bell Tolls,3.95
book_covers/1906.png,Ernest Hemingway,1929,A Farewell to Arms,3.79
book_covers/1907.png,Ernest Hemingway,1964,A Moveable Feast,4.04
book_covers/1908.png,Ernest Hemingway,1938,The Snows of Kilimanjaro and Other Stories,3.88
book_covers/1909.png,Ernest Hemingway,1937,To Have and Have Not ,3.57
book_covers/1910.png,Ernest Hemingway,1925,In Our Time,3.8
book_covers/1911.png,Ernest Hemingway,1970,Islands in the Stream,3.86
book_covers/1912.png,Kiera Cass,2012,The Selection,4.15
book_covers/1913.png,Kiera Cass,2013,The Elite,4.02
book_covers/1914.png,Kiera Cass,2014,The One,4.21
book_covers/1915.png,Kiera Cass,2015,The Heir,3.85
book_covers/1916.png,Kiera Cass,2016,The Crown,3.8
book_covers/1917.png,Kiera Cass,2013,The Prince,3.93
book_covers/1918.png,Kiera Cass,2014,The Guard,3.75
book_covers/1919.png,Kiera Cass,2014,The Selection Stories: The Prince & The Guard,4.03
book_covers/1920.png,Kiera Cass,2014,The Queen,3.93
book_covers/1921.png,Kiera Cass,2015,Happily Ever After,4.22
book_covers/1922.png,Judy Blume,1998,Summer Sisters,3.83
book_covers/1923.png,Judy Blume,2015,In the Unlikely Event,3.51
book_covers/1924.png,Judy Blume,1975,Forever . . .,3.63
book_covers/1925.png,Judy Blume,1978,Freckle Juice,3.82
book_covers/1926.png,Judy Blume,1972,Otherwise Known as Sheila the Great,3.94
book_covers/1927.png,Ally Carter,2006,"I'd Tell You I Love You, But Then I'd Have to Kill You",3.82
book_covers/1928.png,Ally Carter,2010,Heist Society,3.91
book_covers/1929.png,Ally Carter,2007,Cross My Heart and Hope to Spy,4.13
book_covers/1930.png,Ally Carter,2009,Don't Judge a Girl by Her Cover,4.2
book_covers/1931.png,Ally Carter,2012,"Out of Sight, Out of Time",4.35
book_covers/1932.png,Ally Carter,2011,Uncommon Criminals,4.15
book_covers/1933.png,"Stephanie Perkins, Holly Black, Ally Carter, Matt de la Pena, Gayle Forman, Jenny Han, David Levithan, Kelly Link, Myra McEntire, Rainbow Rowell, Laini Taylor, Kiersten White",2014,My True Love Gave to Me: Twelve Holiday Stories,3.73
book_covers/1934.png,Ally Carter,2013,United We Spy,4.44
book_covers/1935.png,Ally Carter,2013,Perfect Scoundrels,4.28
book_covers/1936.png,Ally Carter,2015,All Fall Down,3.82
book_covers/1937.png,Margaret Peterson Haddix,1999,Just Ella,3.75
book_covers/1938.png,Margaret Peterson Haddix,1995,Running Out of Time,3.98
book_covers/1939.png,Margaret Peterson Haddix,2005,Double Identity,4.01
book_covers/1940.png,"Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean",2001,"Fables, Volume 1: Legends in Exile",3.99
book_covers/1941.png,"Bill Willingham, Mark Buckingham, Craig Hamilton, Steve Leialoha, P. Craig Russell",2004,"Fables, Volume 4: March of the Wooden Soldiers",4.29
book_covers/1942.png,"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",2003,"Fables, Volume 2: Animal Farm",4.12
book_covers/1943.png,"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",2004,"Fables, Volume 3: Storybook Love",4.15
book_covers/1944.png,"Bill Willingham, Mark Buckingham, David Hahn, Steve Leialoha",2006,"Fables, Volume 6: Homelands",4.3
book_covers/1945.png,"Mike Carey, Bill Willingham, Peter Gross",2010,"The Unwritten, Volume 1: Tommy Taylor and the Bogus Identity",3.76
book_covers/1946.png,"Bill Willingham, Mark Buckingham, Steve Leialoha, Tony Akins, Jimmy Palmiotti",2005,"Fables, Volume 5: The Mean Seasons",4.19
book_covers/1947.png,"Bill Willingham, Mark Buckingham, Steve Leialoha, Shawn McManus, Andrew Pepoy",2006,"Fables, Volume 8: Wolves",4.28
book_covers/1948.png,"Bill Willingham, Mark Buckingham, Steve Leialoha, Andrew Pepoy, Gene Ha, Joshua Middleton, Iñaki Miranda, Mike Allred",2007,"Fables, Volume 9: Sons of Empire",4.24
book_covers/1949.png,"Bill Willingham, Mark Buckingham, Steve Leialoha, Aaron Alexovich, Andrew Pepoy",2008,"Fables, Volume 10: The Good Prince",4.37
book_covers/1950.png,"Bill Willingham, Mark Buckingham, Steve Leialoha, Jim Fern, Jimmy Palmiotti, Andrew Pepoy",2006,"Fables, Volume 7: Arabian Nights (and Days)",4.1
book_covers/1951.png,"Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean",2001,"Fables, Volume 1: Legends in Exile",3.99
book_covers/1952.png,"Neil Gaiman, Mike Allred, Gary Amaro, Mark Buckingham, David Giordano, Tony Harris, Steve Leialoha, Vince Locke, Shea Anton Pensa, Alec Stevens, Bryan Talbot, John Watkiss, Todd Klein, Michael Zulli, Stephen King",1995,The Sandman: Worlds' End,4.48
book_covers/1953.png,"Bill Willingham, Mark Buckingham, Craig Hamilton, Steve Leialoha, P. Craig Russell",2004,"Fables, Volume 4: March of the Wooden Soldiers",4.29
book_covers/1954.png,"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",2003,"Fables, Volume 2: Animal Farm",4.12
book_covers/1955.png,"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",2004,"Fables, Volume 3: Storybook Love",4.15
book_covers/1956.png,"Bill Willingham, Mark Buckingham, David Hahn, Steve Leialoha",2006,"Fables, Volume 6: Homelands",4.3
book_covers/1957.png,"Bill Willingham, Mark Buckingham, Steve Leialoha, Tony Akins, Jimmy Palmiotti",2005,"Fables, Volume 5: The Mean Seasons",4.19
book_covers/1958.png,"Bill Willingham, Mark Buckingham, Steve Leialoha, Shawn McManus, Andrew Pepoy",2006,"Fables, Volume 8: Wolves",4.28
book_covers/1959.png,"Bill Willingham, Mark Buckingham, Steve Leialoha, Andrew Pepoy, Gene Ha, Joshua Middleton, Iñaki Miranda, Mike Allred",2007,"Fables, Volume 9: Sons of Empire",4.24
book_covers/1960.png,"Bill Willingham, Mark Buckingham, Steve Leialoha, Aaron Alexovich, Andrew Pepoy",2008,"Fables, Volume 10: The Good Prince",4.37
book_covers/1961.png,"Bill Willingham, Mark Buckingham, Steve Leialoha, Jim Fern, Jimmy Palmiotti, Andrew Pepoy",2006,"Fables, Volume 7: Arabian Nights (and Days)",4.1
book_covers/1962.png,"Matsuri Hino, Tomo Kimura",2005,ヴァンパイア騎士 1,4.1
book_covers/1963.png,"Yana Toboso, Tomo Kimura",2007,黒執事 I [Kuroshitsuji I],4.37
book_covers/1964.png,"Yoshiki Nakamura, Tomo Kimura",2002,スキップ・ビート! 1 ,4.26
book_covers/1965.png,"Yana Toboso, Tomo Kimura",2007,黒執事 II [Kuroshitsuji II],4.48
book_covers/1966.png,"Matsuri Hino, Tomo Kimura",2008,ヴァンパイア騎士 9,4.31
book_covers/1967.png,"Matsuri Hino, Tomo Kimura",2006,ヴァンパイア騎士 4,4.31
book_covers/1968.png,"Matsuri Hino, Tomo Kimura",2006,ヴァンパイア騎士 3 ,4.27
book_covers/1969.png,"Matsuri Hino, Tomo Kimura",2005,ヴァンパイア騎士 2,4.25
book_covers/1970.png,"Brian K. Vaughan, Pia Guerra, José Marzán Jr., Paul Chadwick",2004,Y: The Last Man Vol. 3: One Small Step,4.22
book_covers/1971.png,"Brian K. Vaughan, Pia Guerra, Goran Parlov, José Marzán Jr.",2004,Y: The Last Man Vol. 4: Safeword,4.25
book_covers/1972.png,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2006,Y: The Last Man Vol. 7: Paper Dolls,4.25
book_covers/1973.png,"Brian K. Vaughan, Pia Guerra, José Marzán Jr., Pamela Rambo, Clem Robins, J.G. Jones",2008,Y: The Last Man - The Deluxe Edition Book One,4.36
book_covers/1974.png,"Brian K. Vaughan, Pia Guerra, José Marzán Jr., Paul Chadwick",2004,Y: The Last Man Vol. 3: One Small Step,4.22
book_covers/1975.png,"Brian K. Vaughan, Pia Guerra, Goran Parlov, José Marzán Jr.",2004,Y: The Last Man Vol. 4: Safeword,4.25
book_covers/1976.png,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2006,Y: The Last Man Vol. 7: Paper Dolls,4.25
book_covers/1977.png,"Brian K. Vaughan, Pia Guerra, José Marzán Jr., Pamela Rambo, Clem Robins, J.G. Jones",2008,Y: The Last Man - The Deluxe Edition Book One,4.36
book_covers/1978.png,"Anne Tyler, Jennifer Bassett",1985,The Accidental Tourist,3.9
book_covers/1979.png,Anne Tyler,2015,A Spool of Blue Thread,3.4
book_covers/1980.png,Anne Tyler,1982,Dinner at the Homesick Restaurant,3.82
book_covers/1981.png,Anne Tyler,2016,Vinegar Girl,3.42
book_covers/1982.png,Anne Tyler,2006,Digging to America,3.53
book_covers/1983.png,Anne Tyler,2012,The Beginner's Goodbye,3.58
book_covers/1984.png,Anne Tyler,1991,Saint Maybe,3.88
book_covers/1985.png,Charles Bukowski,1982,Ham on Rye,4.16
book_covers/1986.png,Charles Bukowski,1978,Women,3.89
book_covers/1987.png,Charles Bukowski,1975,Factotum,3.96
book_covers/1988.png,Charles Bukowski,1994,Pulp,3.68
book_covers/1989.png,"John Fante, Charles Bukowski",1939,Ask the dust ,4.14
book_covers/1990.png,Charles Bukowski,1977,"Love Is a Dog from Hell: Poems, 1974-1977",4.16
book_covers/1991.png,Charles Bukowski,1969,Notes of a Dirty Old Man,3.99
book_covers/1992.png,Charles Bukowski,1989,Hollywood,3.78
book_covers/1993.png,Charles Bukowski,1983,Hot Water Music,3.93
book_covers/1994.png,Joe Hill,2009,Horns,3.92
book_covers/1995.png,Joe Hill,2007,Heart-Shaped Box,3.82
book_covers/1996.png,Joe Hill,2013,NOS4A2,4.06
book_covers/1997.png,"Joe Hill, Gabriel Rodríguez",2008,Welcome to Lovecraft,4.18
book_covers/1998.png,Joe Hill,2016,The Fireman,3.92
book_covers/1999.png,"Joe Hill, Christopher Golden",2005,20th Century Ghosts,3.95
book_covers/2000.png,"Joe Hill, Gabriel Rodríguez",2009,Head Games ,4.36
book_covers/2001.png,"Joe Hill, Gabriel Rodríguez",2010, Crown of Shadows,4.41
book_covers/2002.png,"Joe Hill, Gabriel Rodríguez",2013,Clockworks,4.5
book_covers/2003.png,"Joe Hill, Gabriel Rodríguez",2011,"Locke & Key, Vol. 4: Keys to the Kingdom",4.44
book_covers/2004.png,"Joe Hill, Gabriel Rodríguez",2014,"Locke & Key, Vol. 6: Alpha & Omega",4.5
book_covers/2005.png,Iain M. Banks,1987,Consider Phlebas,3.85
book_covers/2006.png,Iain M. Banks,1996,Excession,4.19
book_covers/2007.png,Iain M. Banks,2010,Surface Detail,4.22
book_covers/2008.png,Iain M. Banks,2008,Matter,4.03
book_covers/2009.png,Iain M. Banks,2000,Look to Windward,4.16
book_covers/2010.png,Iain M. Banks,2012,The Hydrogen Sonata,4.15
book_covers/2011.png,Iain M. Banks,1998,Inversions,3.9
book_covers/2012.png,"Teddy Slater, Bill Langley, Ron Dias, Walt Disney Company",1940,Lady and the Tramp (Little Golden Book),4.36
book_covers/2013.png,"Justine Korman Fontes, Don Williams, Walt Disney Company",1994,The Lion King (Little Golden Book),4.46
book_covers/2014.png,Walt Disney Company,1940,Dumbo (Little Golden Book),4.29
book_covers/2015.png,Walt Disney Company,1812,Snow White and the Seven Dwarfs,4.18
book_covers/2016.png,Walt Disney Company,1976,Winnie the Pooh and Tigger Too,4.39
book_covers/2017.png,Julie Garwood,1989,The Bride,4.26
book_covers/2018.png,Julie Garwood,1992,The Secret,4.26
book_covers/2019.png,Julie Garwood,1987,Honor's Splendour,4.22
book_covers/2020.png,Julie Garwood,1991,The Prize,4.22
book_covers/2021.png,Julie Garwood,1996,The Wedding,4.18
book_covers/2022.png,Julie Garwood,1993,Saving Grace,4.25
book_covers/2023.png,Julie Garwood,1991,The Gift,4.17
book_covers/2024.png,Julie Garwood,1988,The Lion's Lady,4.16
book_covers/2025.png,Sandra Brown,2014,Mean Streak,4.04
book_covers/2026.png,Sandra Brown,2011,Lethal,4.04
book_covers/2027.png,Sandra Brown,2015,Friction,3.93
book_covers/2028.png,"Sandra Brown, Stephen Lang",2012,Low Pressure,3.86
book_covers/2029.png,Sandra Brown,1999,Envy,4.15
book_covers/2030.png,Ted Dekker,2003,Thr3e,4.08
book_covers/2031.png,Ted Dekker,2004,White,4.3
book_covers/2032.png,Ted Dekker,2004,Red,4.3
book_covers/2033.png,Ted Dekker,2005,Showdown by Ted Dekker Signature Edition,3.93
book_covers/2034.png,Ted Dekker,2008,Adam,3.93
book_covers/2035.png,Jane Austen,1813,Pride and Prejudice,4.24
book_covers/2036.png,"Jane Austen, Tony Tanner, Ros Ballaster",1811,Sense and Sensibility,4.06
book_covers/2037.png,"Jane Austen, Fiona Stafford",1815,Emma,3.99
book_covers/2038.png,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",1814,Mansfield Park,3.84
book_covers/2039.png,"Seth Grahame-Smith, Jane Austen",2009,Pride and Prejudice and Zombies,3.28
book_covers/2040.png,"Jane Austen, Robert William Chapman",1871,Lady Susan,3.56
book_covers/2041.png,John Steinbeck,1937,Of Mice and Men ,3.84
book_covers/2042.png,John Steinbeck,1939,The Grapes of Wrath,3.92
book_covers/2043.png,John Steinbeck,1952,East of Eden  ,4.35
book_covers/2044.png,John Steinbeck,1947,The Pearl of the World,3.41
book_covers/2045.png,John Steinbeck,1933,The Red Pony,3.42
book_covers/2046.png,John Steinbeck,1935,Tortilla Flat,3.82
book_covers/2047.png,John Steinbeck,1942,The Moon Is Down,3.87
book_covers/2048.png,Jamie McGuire,2011,Beautiful Disaster,4.15
book_covers/2049.png,Jamie McGuire,2013,Walking Disaster,4.23
book_covers/2050.png,Jamie McGuire,2014,Beautiful Oblivion,4.13
book_covers/2051.png,Jamie McGuire,2013,A Beautiful Wedding,4.08
book_covers/2052.png,Jamie McGuire,2015,Beautiful Redemption,4.15
book_covers/2053.png,Jamie McGuire,2010,Providence,4.0
book_covers/2054.png,Jamie McGuire,2015,Beautiful Sacrifice,4.08
book_covers/2055.png,Jamie McGuire,2011,Requiem (Providence #2),4.15
book_covers/2056.png,Jamie McGuire,2016,Beautiful Burn,4.11
book_covers/2057.png,Robert Ludlum,1980,The Bourne Identity,3.98
book_covers/2058.png,Robert Ludlum,1986,The Bourne Supremacy,4.09
book_covers/2059.png,Robert Ludlum,1990,The Bourne Ultimatum,4.04
book_covers/2060.png,Robert Ludlum,1988,The Icarus Agenda,3.93
book_covers/2061.png,"Eric Van Lustbader, Robert Ludlum",2010,Robert Ludlum's The Bourne Objective,4.07
book_covers/2062.png,Robert Ludlum,1984,The Aquitaine Progression,3.9
book_covers/2063.png,Robert Ludlum,1976,The Gemini Contenders,3.87
book_covers/2064.png,Cecelia Ahern,2004,Where Rainbows End,3.95
book_covers/2065.png,Cecelia Ahern,2008,Thanks for the Memories,3.69
book_covers/2066.png,Cecelia Ahern,2009,The Book of Tomorrow,3.66
book_covers/2067.png,Cecelia Ahern,2008,The Gift,3.68
book_covers/2068.png,Cecelia Ahern,2011,The Time of My Life,3.85
book_covers/2069.png,Cecelia Ahern,2012,One Hundred Names,3.75
book_covers/2070.png,Cecelia Ahern,2014,How to Fall in Love,4.02
book_covers/2071.png,Toni Morrison,1977,Song of Solomon,4.01
book_covers/2072.png,Toni Morrison,1992,Jazz,3.78
book_covers/2073.png,Toni Morrison,2014,God Help the Child,3.7
book_covers/2074.png,Toni Morrison,2011,Home,3.71
book_covers/2075.png,Neal Stephenson,1992,Snow Crash,4.02
book_covers/2076.png,Neal Stephenson,1999,Cryptonomicon,4.25
book_covers/2077.png,Neal Stephenson,2015,Seveneves,3.98
book_covers/2078.png,Neal Stephenson,2008,Anathem,4.18
book_covers/2079.png,Neal Stephenson,2011,Reamde,3.96
book_covers/2080.png,Neal Stephenson,2003,Quicksilver,3.92
book_covers/2081.png,Neal Stephenson,2004,The Confusion,4.24
